Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Miscon,Dispos,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_OG,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Playing Time_MP,Playing Time_Starts,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,xGChain,xGBuildup,xPassing%,shot_chain%,key_pass_chain%
Felipe Anderson,br BRA,MFFW,West Ham,26,1993,16.6,725,934,77.6,12045,3503,21,63,33.3,596,720,82.8,108,151,71.5,4,2.9,1.1,26,48,33,6,94,934,903,31,9,3,188,23,36,5,3,1,0,635,174,125,124,750,31,12,13,725,3,14,28,40,1163,26,166,616,517,68,1138,66,97,68.0,70,5,932,7366,4575,1042,889,85.3,33,35,57,3.43,44,2,5,3,3,8,0.48,7,0,1,0,0,0,1,23,8,34.8,1.38,0.48,0.04,0.13,0,0,0,2.5,2.5,0.11,-1.5,-1.5,25,20,1,4,0,0,1,0,0.06,0.24,0.3,0.06,0.3,2.9,0.15,0.18,0.32,0.15,0.32,8.10095041431487,3.8147295024246,0.7874339606509589,0.3716850759095389,0.12665637100425475
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,16.5,592,748,79.1,11902,2554,10,31,32.3,435,514,84.6,147,203,72.4,1,1.3,-0.3,17,81,31,7,79,748,733,15,1,4,136,32,45,0,0,0,0,464,124,160,87,609,27,6,7,592,3,22,17,23,966,13,86,525,435,47,952,35,55,63.6,36,0,703,4414,2241,885,731,82.6,33,37,41,2.48,31,0,3,3,4,4,0.24,1,0,2,0,1,0,4,40,10,25.0,2.42,0.61,0.1,0.4,0,0,0,3.1,3.1,0.08,0.9,0.9,30,17,4,1,0,0,1,0,0.24,0.06,0.3,0.24,0.3,1.3,0.19,0.08,0.27,0.19,0.27,5.69325125031173,2.64896566979587,0.777938180237499,0.39965794860062,0.10480366991856258
Andreas Pereira,br BRA,MFFW,Manchester Utd,23,1996,16.5,566,770,73.5,9868,2763,13,37,35.1,454,544,83.5,99,189,52.4,3,4.0,-1.0,31,54,17,4,83,770,692,78,23,1,157,30,62,37,14,12,3,518,125,127,89,634,23,9,3,566,4,11,22,27,990,12,102,501,458,62,911,20,38,52.6,23,0,717,4382,2364,879,715,81.3,41,41,57,3.46,44,6,3,2,2,7,0.42,6,1,0,0,0,0,1,37,14,37.8,2.24,0.85,0.03,0.07,3,0,0,2.4,2.4,0.07,-1.4,-1.4,25,18,1,3,0,0,3,0,0.06,0.18,0.24,0.06,0.24,4.0,0.15,0.24,0.39,0.15,0.39,8.9488900564611,4.52667338587344,0.7133937484147811,0.4526791118904071,0.15460891969041898
Sergio Agüero,ar ARG,FW,Manchester City,31,1988,16.1,284,367,77.4,3736,781,17,38,44.7,249,306,81.4,18,23,78.3,3,2.4,0.6,16,12,20,0,33,367,349,18,1,5,90,1,10,0,0,0,0,273,71,23,41,303,11,1,9,284,0,4,11,15,572,2,21,207,386,154,551,27,45,60.0,28,2,428,2539,1396,780,450,57.7,24,41,51,3.16,28,0,9,9,5,8,0.5,4,0,1,2,1,0,16,73,25,34.2,4.52,1.55,0.19,0.56,0,2,3,13.8,11.5,0.16,2.2,2.5,24,18,16,3,2,3,1,0,0.99,0.19,1.18,0.87,1.05,2.4,0.85,0.15,1.0,0.71,0.86,16.8782540038228,2.64476617332548,0.766540703668712,0.5936994241243237,0.13024583973446488
Björn Engels,be BEL,DF,Aston Villa,24,1994,16.1,503,605,83.1,11925,3869,3,7,42.9,300,340,88.2,200,258,77.5,0,0.1,-0.1,1,46,1,1,38,605,586,19,17,0,91,29,2,0,0,0,0,399,68,138,53,491,31,2,1,503,2,9,5,4,776,154,489,310,34,13,757,2,2,100.0,2,0,435,2540,1449,469,461,98.3,0,2,6,0.37,5,0,0,1,0,0,0.0,0,0,0,0,0,0,1,7,1,14.3,0.44,0.06,0.14,1.0,0,0,0,0.8,0.8,0.11,0.2,0.2,17,15,1,0,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.1,0.05,0.0,0.05,0.05,0.05,3.80121938791126,3.74813240673393,0.851178525983113,0.2641516091220286,0.04957891263113323
Mesut Özil,de GER,MF,Arsenal,30,1988,16.0,754,891,84.6,12499,3375,12,31,38.7,626,675,92.7,116,185,62.7,2,2.3,-0.3,36,59,25,1,111,891,801,90,30,0,181,17,71,57,15,22,13,644,116,131,778,94,10,0,7,754,5,5,12,22,1016,9,120,529,461,46,931,21,31,67.7,23,3,781,4714,2368,960,799,83.2,27,29,63,3.94,42,17,2,0,2,7,0.44,6,1,0,0,0,0,1,9,3,33.3,0.56,0.19,0.11,0.33,0,0,0,1.3,1.3,0.14,-0.3,-0.3,18,18,1,2,0,0,1,0,0.06,0.13,0.19,0.06,0.19,2.3,0.08,0.14,0.22,0.08,0.22,8.39906123280525,6.21002469211817,0.772046875529836,0.22650242074750682,0.12904234648104848
Christoph Zimmermann,de GER,DF,Norwich City,26,1993,15.9,492,609,80.8,10845,3775,3,10,30.0,314,342,91.8,175,257,68.1,1,0.1,0.9,1,23,1,0,29,609,588,21,18,0,124,16,0,0,0,0,0,372,80,157,77,484,31,3,2,492,0,14,5,8,826,183,549,321,20,7,807,4,6,66.7,4,0,443,3197,1945,456,453,99.3,4,5,1,0.06,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,1,16.7,0.38,0.06,0.0,0.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,17,16,0,1,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.1,0.02,0.01,0.03,0.02,0.03,2.7542931009084,2.70889225974679,0.805494860440113,0.29403414111079695,0.05754754683463631
Ben Davies,wal WAL,DF,Tottenham,26,1993,15.9,730,956,76.4,13128,5290,14,40,35.0,588,699,84.1,128,217,59.0,0,0.6,-0.6,10,62,9,6,91,956,786,170,16,1,125,12,30,0,0,0,0,545,199,212,653,80,41,154,2,730,2,14,25,32,1138,58,385,575,228,23,968,8,15,53.3,8,0,589,2749,1578,667,642,96.3,5,9,17,1.07,15,1,0,1,0,0,0.0,0,0,0,0,0,0,0,7,1,14.3,0.44,0.06,0.0,0.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,18,16,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.6,0.01,0.04,0.05,0.01,0.05,4.0678908508271,3.52390163205564,0.71956510501149,0.3492181815414048,0.0911683190884951
Marcos Alonso,es ESP,DF,Chelsea,28,1990,15.9,916,1108,82.7,16216,4961,12,38,31.6,756,850,88.9,148,220,67.3,2,2.0,0.0,26,34,29,14,115,1108,941,167,8,0,228,21,67,1,1,0,0,674,231,203,788,93,44,158,0,916,1,15,11,30,1313,30,326,563,511,72,1146,12,19,63.2,12,0,841,4760,2735,928,829,89.3,20,22,47,2.96,36,5,1,2,3,6,0.38,4,0,0,0,2,0,4,30,8,26.7,1.89,0.5,0.13,0.5,1,0,0,2.0,2.0,0.07,2.0,2.0,18,15,4,2,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2.0,0.13,0.13,0.26,0.13,0.26,10.6067786365747,7.1116813570261,0.754875245966485,0.3118260680588387,0.11411868736950267
Shane Long,ie IRL,FW,Southampton,32,1987,15.5,226,405,55.8,2946,786,15,42,35.7,196,323,60.7,15,40,37.5,2,1.4,0.6,15,17,9,4,32,405,400,5,0,0,169,8,20,0,0,0,0,134,146,125,48,184,56,1,24,226,1,15,6,28,611,16,48,256,329,71,606,8,18,44.4,9,0,295,1548,721,885,456,51.5,62,27,31,2.0,25,0,1,4,1,3,0.19,1,0,0,2,0,0,2,33,13,39.4,2.13,0.84,0.06,0.15,0,0,0,4.7,4.7,0.14,-2.7,-2.7,26,15,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.4,0.3,0.09,0.4,0.3,0.4,5.49615946039558,0.839786404743791,0.7211359365509079,0.7388291595907306,0.17592047868202462
Onel Hernández,cu CUB,FWMF,Norwich City,26,1993,15.4,248,335,74.0,3456,637,12,30,40.0,222,267,83.1,14,38,36.8,2,0.9,1.1,18,7,10,3,19,335,326,9,0,1,86,2,24,1,0,0,0,252,52,31,59,253,11,7,2,248,0,1,6,18,565,19,104,205,309,78,556,43,68,63.2,45,3,455,4186,2955,554,368,66.4,32,50,43,2.8,27,1,10,3,2,4,0.26,3,0,1,0,0,0,1,30,9,30.0,1.95,0.59,0.03,0.11,0,0,0,2.6,2.6,0.09,-1.6,-1.6,26,14,1,2,0,0,0,0,0.07,0.13,0.2,0.07,0.2,0.9,0.17,0.06,0.23,0.17,0.23,3.50505627319217,0.898457748815417,0.73792567263816,0.460563316367094,0.12790918097573975
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,825,999,82.6,14109,4763,18,41,43.9,670,750,89.3,137,208,65.9,2,1.4,0.6,10,50,13,5,75,999,816,183,18,0,159,14,17,0,0,0,0,630,231,138,128,673,21,165,6,825,1,24,24,31,1179,74,450,569,230,18,1002,22,44,50.0,25,2,727,3895,2257,768,731,95.2,13,16,20,1.3,17,1,1,0,1,2,0.13,2,0,0,0,0,0,0,4,1,25.0,0.26,0.06,0.0,0.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,20,15,0,2,0,0,6,1,0.0,0.13,0.13,0.0,0.13,1.4,0.02,0.09,0.11,0.02,0.11,5.15650331974029,3.56714893691242,0.751022848291313,0.25512164382026636,0.07231070434124387
Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,515,657,78.4,10161,2464,9,25,36.0,381,439,86.8,125,193,64.8,1,1.0,0.0,15,42,4,1,52,657,605,52,39,1,120,36,30,11,5,3,0,425,94,138,115,477,51,1,3,515,1,16,8,13,850,39,222,490,172,9,806,9,14,64.3,10,1,479,2238,890,558,497,89.1,18,19,31,2.02,19,7,1,2,2,2,0.13,1,0,0,1,0,0,1,26,6,23.1,1.7,0.39,0.04,0.17,3,0,0,1.0,1.0,0.04,0.0,0.0,23,14,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,1.0,0.06,0.06,0.13,0.06,0.13,2.80594080500305,2.13690778426826,0.7384595580209801,0.36796576457641383,0.10276676376378752
Manuel Lanzini,ar ARG,MFFW,West Ham,26,1993,15.3,674,798,84.5,10954,3118,29,43,67.4,539,601,89.7,106,154,68.8,2,2.6,-0.6,31,66,15,3,89,798,737,61,18,3,154,29,42,32,17,11,1,583,118,97,87,680,17,2,9,674,3,12,15,13,941,14,117,558,337,34,881,28,42,66.7,28,0,733,4633,2375,858,708,82.5,26,24,57,3.72,39,11,1,1,5,5,0.33,2,0,0,0,3,0,0,23,7,30.4,1.5,0.46,0.0,0.0,3,0,0,2.0,2.0,0.09,-2.0,-2.0,24,14,0,2,0,0,1,0,0.0,0.13,0.13,0.0,0.13,2.6,0.13,0.17,0.3,0.13,0.3,5.77334933541715,3.43239778466523,0.779385057722631,0.2694899803398192,0.12443358552084119
Ashley Barnes,at AUT,FW,Burnley,29,1989,15.0,155,253,61.3,2120,552,7,22,31.8,134,187,71.7,14,44,31.8,0,0.5,-0.5,4,5,10,0,23,253,244,9,0,1,97,1,5,0,0,0,0,123,59,71,46,142,22,1,8,155,1,10,9,13,435,15,45,195,213,55,426,11,17,64.7,13,0,257,1055,452,706,298,42.2,41,20,19,1.26,12,0,1,1,5,1,0.07,0,0,0,0,1,0,6,39,11,28.2,2.6,0.73,0.13,0.45,0,1,1,5.6,4.8,0.12,0.4,0.2,19,17,6,0,1,1,4,0,0.4,0.0,0.4,0.33,0.33,0.5,0.37,0.03,0.41,0.32,0.36,5.06096661835909,1.57407921366394,0.702808979830821,0.686473279071723,0.1310949209174431
Lewis Cook,eng ENG,MF,Bournemouth,22,1997,15.0,560,719,77.9,11160,3293,7,28,25.0,413,487,84.8,140,204,68.6,0,0.9,-0.9,13,61,11,1,70,719,698,21,12,5,131,18,9,1,0,0,0,434,161,124,41,633,24,7,1,560,5,11,14,24,862,41,217,462,236,13,844,35,43,81.4,36,5,635,3349,1481,654,590,90.2,19,28,32,2.13,24,2,1,3,2,4,0.27,2,0,0,1,1,0,0,9,2,22.2,0.6,0.13,0.0,0.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,27,14,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.02,0.06,0.08,0.02,0.08,3.17084557749331,2.71358553227037,0.809681418425499,0.3305118500660176,0.09472595262876321
Eric Dier,eng ENG,DFMF,Tottenham,25,1994,14.9,713,876,81.4,15425,4283,13,20,65.0,463,538,86.1,237,318,74.5,2,0.1,1.9,4,56,3,0,45,876,857,19,18,0,140,28,3,0,0,0,0,597,100,179,118,653,55,1,2,713,4,13,16,7,1035,118,475,547,61,11,1015,3,5,60.0,4,0,611,2911,1466,723,698,96.5,6,4,10,0.67,9,0,0,1,0,1,0.07,1,0,0,0,0,0,0,8,1,12.5,0.54,0.07,0.0,0.0,1,0,0,1.0,1.0,0.12,-1.0,-1.0,19,15,0,2,0,0,5,0,0.0,0.13,0.13,0.0,0.13,0.1,0.07,0.01,0.07,0.07,0.07,5.14877374749631,4.2506631501019,0.7769221130356649,0.2932017053654532,0.06519893411410305
Mason Greenwood,eng ENG,FW,Manchester Utd,17,2001,14.7,416,488,85.2,6406,1164,14,26,53.8,355,396,89.6,47,66,71.2,1,0.7,0.3,13,21,9,1,28,488,485,3,0,0,101,12,10,2,0,1,0,391,51,46,382,93,9,0,0,416,1,6,7,11,645,5,68,286,328,60,642,21,31,67.7,21,1,506,2868,1580,683,516,75.5,31,22,36,2.45,32,0,2,0,2,7,0.48,7,0,0,0,0,0,10,38,20,52.6,2.59,1.36,0.26,0.5,0,0,0,3.7,3.7,0.1,6.3,6.3,31,12,10,1,0,0,0,0,0.68,0.07,0.75,0.68,0.75,0.7,0.25,0.05,0.3,0.25,0.3,8.51698045060039,4.28445837832987,0.808439274543713,0.3383448148433146,0.08396348247840815
Matt Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,14.6,474,691,68.6,9025,3676,9,34,26.5,362,421,86.0,103,236,43.6,1,2.2,-1.2,34,35,15,7,100,691,533,158,27,0,143,47,100,57,23,24,3,338,148,205,466,111,25,74,4,474,3,11,9,30,850,46,226,348,319,14,697,11,16,68.8,12,0,472,2829,1380,555,461,83.1,7,11,44,3.01,17,25,0,1,1,2,0.14,2,0,0,0,0,0,2,25,6,24.0,1.71,0.41,0.08,0.33,1,0,1,1.5,0.7,0.03,0.5,1.3,18,14,2,1,0,1,4,0,0.14,0.07,0.21,0.14,0.21,2.2,0.1,0.15,0.25,0.05,0.2,2.73980284668505,1.41841934248805,0.6067891363846339,0.4916264520575193,0.1896608027114983
Cédric Soares,pt POR,DF,Southampton,27,1991,14.5,522,724,72.1,9101,4205,9,22,40.9,425,506,84.0,88,196,44.9,1,1.2,-0.2,14,35,19,12,94,724,527,197,11,0,117,19,52,0,0,0,0,271,208,245,64,414,44,186,3,522,3,12,11,14,910,55,268,426,260,17,715,3,7,42.9,3,0,397,2317,1148,463,416,89.8,13,9,23,1.58,21,2,0,0,0,2,0.14,1,1,0,0,0,0,0,10,4,40.0,0.69,0.28,0.0,0.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,16,16,0,1,0,0,1,0,0.0,0.07,0.07,0.0,0.07,1.2,0.04,0.09,0.13,0.04,0.13,3.04389635100961,1.99734893068671,0.852182176956622,0.41506969231995083,0.11286086082921962
Andros Townsend,eng ENG,MF,Crystal Palace,28,1991,14.4,325,460,70.7,5291,1871,9,30,30.0,266,312,85.3,50,118,42.4,1,2.0,-1.0,13,24,24,12,55,460,431,29,8,2,119,21,66,9,7,0,0,286,63,111,333,113,1,9,1,325,2,12,7,23,647,15,117,314,302,29,618,36,51,70.6,38,1,515,4602,2293,547,419,76.6,28,36,22,1.53,17,1,0,2,2,2,0.14,2,0,0,0,0,0,1,12,5,41.7,0.83,0.35,0.08,0.2,1,0,0,0.4,0.4,0.03,0.6,0.6,24,14,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,2.0,0.03,0.14,0.16,0.03,0.16,2.36252715997398,1.20086788013577,0.640476728095445,0.4447409314631613,0.12388163007191647
Sam Byram,eng ENG,DF,Norwich City,25,1993,14.4,625,763,81.9,9863,3368,14,32,43.8,529,600,88.2,82,131,62.6,0,0.5,-0.5,7,22,5,0,61,763,624,139,11,0,145,2,7,0,0,0,0,406,199,158,107,450,54,128,5,625,2,17,7,16,1013,91,384,405,264,41,875,5,14,35.7,7,2,466,2240,1128,585,518,88.5,19,7,19,1.32,14,0,1,3,1,0,0.0,0,0,0,0,0,0,0,16,2,12.5,1.11,0.14,0.0,0.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1,17,15,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.04,0.12,0.08,0.12,2.70371267199516,1.78595282137394,0.78997736489472,0.30438333859334943,0.06727711943987197
Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,14.3,981,1098,89.3,21074,5865,4,15,26.7,660,701,94.2,317,382,83.0,0,0.2,-0.2,4,57,4,0,40,1098,1078,20,10,1,130,15,4,0,0,0,0,884,73,141,274,765,35,10,0,981,0,17,6,14,1277,148,699,605,50,8,1261,7,11,63.6,9,0,936,4464,2162,959,944,98.4,4,5,14,0.98,14,0,0,0,0,0,0.0,0,0,0,0,0,0,1,7,3,42.9,0.49,0.21,0.14,0.33,0,0,0,0.6,0.6,0.09,0.4,0.4,15,15,1,0,0,0,3,0,0.07,0.0,0.07,0.07,0.07,0.2,0.04,0.01,0.06,0.04,0.06,5.06115599535406,4.99516684375703,0.9028900679439871,0.1641082174539621,0.030831330935987555
Theo Walcott,eng ENG,MFFW,Everton,30,1989,14.3,266,405,65.7,4309,1263,4,32,12.5,225,298,75.5,37,75,49.3,3,2.8,0.2,19,19,18,6,42,405,394,11,1,3,65,8,41,2,1,1,0,243,92,70,28,341,21,8,2,266,0,11,22,30,575,8,76,220,312,77,564,21,36,58.3,24,2,416,2416,1443,566,397,70.1,28,29,32,2.24,24,0,3,3,2,4,0.28,3,0,0,1,0,0,2,28,10,35.7,1.96,0.7,0.07,0.2,0,0,0,2.7,2.7,0.1,-0.7,-0.7,25,17,2,3,0,0,1,0,0.14,0.21,0.35,0.14,0.35,2.8,0.19,0.2,0.39,0.19,0.39,8.39708567131311,2.60715858079493,0.641038683713859,0.5809025173050788,0.16453385955590194
Bernard,br BRA,MFFW,Everton,26,1992,14.2,426,573,74.3,6997,1976,9,41,22.0,353,426,82.9,64,106,60.4,2,2.0,0.0,22,37,26,6,66,573,559,14,2,4,116,12,36,6,5,0,0,419,77,77,147,409,11,1,4,426,0,14,15,31,763,10,95,383,352,50,748,36,61,59.0,41,1,608,3808,2095,691,546,79.0,35,34,47,3.3,39,0,5,2,1,5,0.35,3,0,2,0,0,0,3,12,4,33.3,0.84,0.28,0.25,0.75,1,0,0,1.1,1.1,0.09,1.9,1.9,27,15,3,2,0,0,2,0,0.21,0.14,0.35,0.21,0.35,2.0,0.08,0.14,0.22,0.08,0.22,6.57371674850583,3.04944561328739,0.7375236909404189,0.4001844880401362,0.14035877639667882
Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,1198,1348,88.9,20860,5523,12,27,44.4,996,1081,92.1,190,240,79.2,0,1.7,-1.7,18,98,31,11,141,1348,1232,116,9,2,157,20,53,3,0,0,1,986,208,154,1090,91,44,104,4,1198,4,7,14,22,1467,29,280,746,533,10,1353,5,10,50.0,5,0,961,4038,2313,1143,1101,96.3,6,8,31,2.19,30,1,0,0,0,3,0.21,3,0,0,0,0,0,0,16,3,18.8,1.13,0.21,0.0,0.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,19,13,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.7,0.03,0.12,0.15,0.03,0.15,10.3446001764387,9.80920628085732,0.855775170242213,0.167937705834607,0.06573642259807083
Scott Dann,eng ENG,DF,Crystal Palace,32,1987,14.1,461,555,83.1,9842,4104,7,17,41.2,332,373,89.0,122,165,73.9,1,0.5,0.5,5,24,0,0,36,555,526,29,28,0,70,14,2,0,0,0,0,352,87,116,65,416,51,1,3,461,0,5,7,9,683,120,428,271,25,21,655,5,6,83.3,5,0,346,1666,983,391,378,96.7,1,0,7,0.5,6,0,1,0,0,1,0.07,1,0,0,0,0,0,0,8,2,25.0,0.57,0.14,0.0,0.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,16,14,0,1,0,0,0,0,0.0,0.07,0.07,0.0,0.07,0.5,0.03,0.03,0.06,0.03,0.06,1.34357499051839,1.24332050979137,0.7250652091579749,0.2679378787019999,0.06342708122814744
Christian Benteke,be BEL,FW,Crystal Palace,28,1990,14.0,190,326,58.3,2802,720,11,25,44.0,157,261,60.2,22,40,55.0,1,2.1,-1.1,17,14,11,2,34,326,313,13,0,2,145,5,5,0,0,0,0,143,85,98,21,165,37,0,9,190,0,5,11,14,540,36,52,236,277,93,527,15,25,60.0,17,0,271,1886,968,724,402,55.5,44,30,36,2.57,24,0,5,4,3,6,0.43,5,0,1,0,0,0,2,42,19,45.2,3.0,1.36,0.05,0.11,0,0,0,4.9,4.9,0.12,-2.9,-2.9,24,13,2,1,0,0,4,1,0.14,0.07,0.21,0.14,0.21,2.1,0.35,0.15,0.5,0.35,0.5,6.46570082195103,0.718946507200599,0.782805194781145,0.7378679884276604,0.1799379272699665
Dan Gosling,eng ENG,MF,Bournemouth,29,1990,14.0,405,510,79.4,6653,1624,14,37,37.8,330,385,85.7,61,88,69.3,1,1.0,0.0,10,33,7,2,42,510,500,10,4,0,124,6,3,0,0,0,0,325,111,74,50,415,26,1,2,405,1,12,10,21,717,40,192,359,196,34,708,6,14,42.9,6,0,413,1791,744,549,449,81.8,26,31,18,1.28,15,0,0,1,2,1,0.07,1,0,0,0,0,0,3,12,6,50.0,0.85,0.43,0.25,0.5,0,0,0,2.1,2.1,0.17,0.9,0.9,24,14,3,1,0,0,3,0,0.21,0.07,0.28,0.21,0.28,1.0,0.15,0.07,0.22,0.15,0.22,3.78704697079957,1.44190214946866,0.756335953984172,0.3449160208170299,0.09012894430825108
Yves Bissouma,ml MLI,MF,Brighton,22,1996,14.0,525,622,84.4,10231,1967,8,18,44.4,391,446,87.7,126,158,79.7,0,0.2,-0.2,4,48,6,0,41,622,610,12,10,0,105,24,6,0,0,0,0,433,103,86,49,537,17,2,6,525,2,10,10,10,840,32,226,471,206,12,830,26,43,60.5,29,2,573,4114,2030,586,542,92.5,32,29,11,0.79,10,0,0,1,0,0,0.0,0,0,0,0,0,0,1,16,6,37.5,1.14,0.43,0.06,0.17,0,0,0,0.4,0.4,0.03,0.6,0.6,22,15,1,0,0,0,4,0,0.07,0.0,0.07,0.07,0.07,0.2,0.03,0.01,0.04,0.03,0.04,3.36902050394565,2.93157013319433,0.815971248127727,0.26823712270805133,0.05479766838951494
Grant Hanley,sco SCO,DF,Norwich City,27,1991,14.0,538,639,84.2,11532,3184,7,12,58.3,360,390,92.3,171,237,72.2,0,0.0,0.0,1,20,0,0,16,639,606,33,33,0,97,21,0,0,0,0,0,464,64,111,66,527,32,0,1,538,2,14,4,6,831,149,541,324,15,10,801,2,3,66.7,2,0,486,2302,1014,516,502,97.3,1,2,2,0.14,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,7,2,28.6,0.5,0.14,0.0,0.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,15,14,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.79929708689451,1.79929708689451,0.821042724331026,0.2512472999642379,0.046304855936314615
Aaron Connolly,ie IRL,FW,Brighton,19,2000,14.0,126,163,77.3,1737,243,12,21,57.1,96,119,80.7,18,23,78.3,1,0.3,0.7,6,6,2,0,10,163,148,15,0,1,50,0,9,0,0,0,0,90,52,21,27,107,13,1,6,126,0,1,4,10,349,2,21,148,200,61,334,6,16,37.5,6,1,228,1712,944,535,235,43.9,42,34,22,1.57,7,0,3,3,9,5,0.36,1,0,1,1,2,0,3,38,13,34.2,2.72,0.93,0.08,0.23,0,0,0,3.1,3.1,0.08,-0.1,-0.1,24,14,3,1,0,0,0,0,0.21,0.07,0.29,0.21,0.29,0.3,0.22,0.02,0.24,0.22,0.24,4.35678212158382,0.354199411347508,0.7010718807842341,0.47065884238903133,0.10576575301054092
Shane Duffy,ie IRL,DF,Brighton,27,1992,13.8,515,613,84.0,12117,3501,5,11,45.5,311,349,89.1,199,253,78.7,0,0.0,0.0,1,26,4,0,24,613,577,36,32,0,98,35,1,0,0,0,0,391,86,136,39,482,48,4,8,515,1,16,3,7,800,124,503,304,35,16,766,2,5,40.0,3,0,420,2022,1047,465,455,97.8,6,2,5,0.36,4,0,1,0,0,0,0.0,0,0,0,0,0,0,1,6,1,16.7,0.44,0.07,0.17,1.0,0,0,0,1.5,1.5,0.24,-0.5,-0.5,19,12,1,0,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.0,0.11,0.0,0.11,0.11,0.11,2.05232295207679,1.9144122581929,0.8221158611620091,0.25833792479847006,0.046994225419977664
Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996,13.8,176,239,73.6,2351,394,5,20,25.0,157,197,79.7,14,22,63.6,4,2.5,1.5,11,9,5,1,15,239,231,8,0,1,72,1,4,0,0,0,0,173,42,24,24,191,11,1,4,176,1,6,6,11,431,2,22,192,249,80,423,34,53,64.2,37,4,337,2210,1206,739,310,41.9,46,40,26,1.89,15,0,8,1,2,5,0.36,5,0,0,0,0,0,6,35,9,25.7,2.54,0.65,0.17,0.67,0,0,0,4.9,4.9,0.14,1.1,1.1,30,11,6,4,0,0,1,0,0.44,0.29,0.73,0.44,0.73,2.5,0.36,0.18,0.54,0.36,0.54,9.62127878330648,2.4637557156384,0.8173855129711209,0.5158888341107113,0.11631956301987278
